Job title,Company,location,job type
Group IT Manager (MS Dynamics Experience),Confidential -,"New Cairo, Cairo, Egypt ",Full Time
Senior Devops Engineer,"Izam, inc. -","Mohandessin, Giza, Egypt ",Full Time
.NET Full Stack Developer,PING -,"Maadi, Cairo, Egypt ",Full Time
Senior Sales Account Manager - System Integrator,Compuroots -,"Nasr City, Cairo, Egypt ",Full Time
Head of Project Management,GSEC -,"Cairo, Egypt ",Full Time
Sr. Network and Security Engineer,Compuroots -,"Nasr City, Cairo, Egypt ",Full Time
IT Help Desk Specialist,Confidential -,"Ismailia, Egypt ",Full Time
Senior PHP Laravel Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time
IT Technical Support engineer,El Mohandess Print House -,"10th of Ramadan City, Sharqia, Egypt ",Full Time
SEO Content Creator,"Izam, inc. -","Mohandessin, Giza, Egypt ",Full Time
Unity 3 D Developer,Thaka International -,"Badr City, Cairo, Egypt ",Internship
Information Technology Officer,"Marriott International, Inc. -","Dubai, United Arab Emirates ",Full Time
Sales Support Specialist,Jobskey Consultancy -,"Riyadh, Saudi Arabia ",Full Time
Mechanical Technician,Sisco -,"Dubai, United Arab Emirates ",Full Time
Package Consultant-SAP HANA SCM PM,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Mid Senior Flutter Developer - Project Based Freelancer,Enegix -,"Alexandria, Egypt ",Freelance / Project
Senior Product Manager ( For UAE Nationals),ADCB Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates ",Full Time
Senior Frontend Developer,TAB ERP Solutions -,"Cairo, Egypt ",Full Time
IT Network Engineer,Kinetic Business Solutions & Flow Talent -,"Riyadh, Saudi Arabia ",Full Time
RPA Specialist,Kinetic Business Solutions & Flow Talent -,"Abu Dhabi, United Arab Emirates ",Full Time
SOC TECHNOLOGY ENGINEER,Commercial International Group -,"Cairo, Egypt ",Full Time
General Support Specialist,"Marriott International, Inc. -","Cairo, Egypt ",Full Time
RESILIENCE ASSURANCE OFFICER,Commercial International Group -,"Cairo, Egypt ",Full Time
CORE NETWORK SENIOR ENGINEER,Commercial International Group -,"Cairo, Egypt ",Full Time
IT Executive- Product Operations,Aramex International -,"Cairo, Egypt ",Full Time
NOC SENIOR ENGINEER,Commercial International Group -,"Cairo, Egypt ",Full Time
Internship - Public Relations,Tiffany -,"Dubai, United Arab Emirates ",Full Time
IT Infra Project Manager,Atribs Metscon -,"Dubai, United Arab Emirates ",Full Time
IT Team Lead,MaxAB -,"Cairo, Egypt ",Full Time
Technical Product Manager - Ordering,MaxAB -,"Cairo, Egypt ",Full Time
Technical Product Manager - Payment,MaxAB -,"Cairo, Egypt ",Full Time
IT Ops Engineer,MaxAB -,"Cairo, Egypt ",Full Time
Group Product Manager - Core,MaxAB -,"Cairo, Egypt ",Full Time
Senior Software Engineer 1,MaxAB -,"Cairo, Egypt ",Full Time
Senior Software Engineer DevOps,SellAnyCar.com -,"Dubai, United Arab Emirates ",Full Time
Client Lifecycle Management Analyst,HSBC -,"Dubai, United Arab Emirates ",Full Time
Linux Web/System Engineer,Misr Technology Services -,"Cairo, Egypt ",Full Time
Network Engineer - Saudi Arabia,Juniper Networks -,"Riyadh, Saudi Arabia ",Full Time
Business Analyst - Islamic Bank,VAM Systems -,"Dubai, United Arab Emirates ",Full Time
Customer Success Associate,Cequens -,"Riyadh, Saudi Arabia ",Full Time
"Digital Solution Area Specialist Manager, Cross Workload/Solution Area",Microsoft -,"Cairo, Egypt ",Full Time
Software Engineering Internship Opportunities,Microsoft -,"Cairo, Egypt ",Full Time
Testing Engineer,Abu Dhabi Islamic Bank -,"Dubai, United Arab Emirates ",Full Time
Odoo Developer,Confidential -,"Cairo, Egypt ",Full Time
"Technical support - Customer Support Representative (English Account).,",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full Time
Tele Sales Representative ( Remote ),Aida IT Technologies -,"Cairo, Egypt ",Work From Home
Duty Engineer,Centro Shaheen -,"Jeddah, Saudi Arabia ",Full Time
Principal Engineer - Water,WSP -,"Riyadh, Saudi Arabia ",Full Time
Product Manager,Future Pipe Industries -,"Dubai, United Arab Emirates ",Full Time
Systems Engineer - Egypt,DATAPATROL -,"Cairo, Egypt ",Full Time
SR. STRUCTURAL ENGINEER,Duncan & Ross -,"Dubai, United Arab Emirates ",Full Time
Oracle APPS Developer,Raya Trade & Distribution -,"Cairo, Egypt ",Full Time
Data Scientist,Atribs Metscon -,"Abu Dhabi, United Arab Emirates ",Full Time
Automation Engineer,HRC Pakistan -,"Riyadh, Saudi Arabia ",Full Time
"Business Manager, Cardiology Informatics",Brainport Eindhoven -,"Riyadh, Saudi Arabia ",Full Time
Backend Developer,Homzmart -,"Cairo, Egypt ",Full Time
Scrum Master,Homzmart -,"Cairo, Egypt ",Full Time
"Senior Account Manager, Corporate Communications",Mustache LLC -,"Abu Dhabi, United Arab Emirates ",Full Time
Project Coordinator,Sisco -,"Riyadh, Saudi Arabia ",Full Time
Senior Administrator,Air Liquide -,"Dubai, United Arab Emirates ",Full Time
Game Analyst - Game Research Center,Tencent -,"Dubai, United Arab Emirates ",Full Time
Software Engineer DevOps,SellAnyCar.com -,"Dubai, United Arab Emirates ",Full Time
AWS DevOps Engineer,SellAnyCar.com -,"Dubai, United Arab Emirates ",Full Time
Senior Design Manager,Turner & Townsend -,"Riyadh, Saudi Arabia ",Full Time
Senior Engineer - Civil,AECOM -,"Riyadh, Saudi Arabia ",Full Time
Junior/Mid Full Stack Engineer (PHP Laravel),Convertedin -,"Cairo, Egypt ",Full Time
Senior Controls Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior UX/UI Designer,Alpheya -,"Dubai, United Arab Emirates ",Full Time
"Cloud Solutions Architect - Logicom Public - Dubai, UAE - 5-10 years experience",Logicom Group -,"Dubai, United Arab Emirates ",Full Time
Senior Contracting Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior Frontend Engineer (Angular),Convertedin -,"Cairo, Egypt ",Full Time
HSEQ Senior Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Content Adaptation Team Lead - AMESA,Pepsico -,"Cairo, Egypt ",Full Time
QA/QC Engineer,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Principal Frontend Engineer,Alpheya -,"Dubai, United Arab Emirates ",Full Time
QA Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Business Analyst - Cards,VAM Systems -,"Dubai, United Arab Emirates ",Full Time
Senior Network Project Manager_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Software Sales Representative,Rizme -,"New Cairo, Cairo, Egypt ",Full Time
Java Developer,Ropulva -,"Cairo, Egypt ",Full Time
Web Development Internship,Osolutions -,"Nasr City, Cairo, Egypt ",Internship
Scrum Master,LINK TSP -,"New Cairo, Cairo, Egypt ",Full Time
Shopify Frontend Developer,Confidential -,"Bahia Blanca, Argentina ",Full Time
Senior Backend Developer ( Node.js & GO),Dafa -,"Haram, Giza, Egypt ",Full Time
Software Application Support Engineer,Softec Technologies -,"Maadi, Cairo, Egypt ",Full Time
Senior ERP Engineer (MS Dynamics 365),Eagle Chemicals -,"Heliopolis, Cairo, Egypt ",Full Time
Senior Business Analyst (Banking Experience),BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Full Time
Software Sales Manager,Digi Visions Technologies -,"Riyadh, Saudi Arabia ",Full Time
IT Network & Security Specialist ( part-time ),Confidential -,"6th of October, Giza, Egypt ",Part Time
English Technical Support Specialist (Fluent English Only - SQL - Customer Service Experience),FlairsTech -,"Maadi, Cairo, Egypt ",Full Time
English Back Office Agents (U Tech....))..........),Majorel Egypt -,"Katameya, Cairo, Egypt ",Full Time
Cost Control Engineer(Al-Alamin Located Project),Gama Construction -,"Cairo, Egypt ",Full Time
Mechanical Quality Control Engineer (Infrastructure),Gama Construction -,"Cairo, Egypt ",Full Time
Senior Planning Engineer (Upper Egypt Based Project),Gama Construction -,"Cairo, Egypt ",Full Time
Electrical Technical Office Team Leader (AL-Mahalla),Gama Construction -,"Cairo, Egypt ",Full Time
Frappe developer,RTX for Shipping -,"Nasr City, Cairo, Egypt ",Full Time
IT Specialist . Tanta,Ibn Sina Pharma -,"Tanta, Gharbia, Egypt ",Full Time
Senior Cloud Solution Architect - Azure & M365,Tristratus.ltd -,"Cairo, Egypt ",Full Time
NAV/ Business Central Developer,Dynamicslink -,"Nasr City, Cairo, Egypt ",Full Time
Senior Software architect,Edentech -,"Heliopolis, Cairo, Egypt ",Full Time
IT Help Desk,Confidential -,"Cairo, Egypt ",Full Time
R&D Specialist,Blackstone eIT -,"Cairo, Egypt ",Full Time
Cost Control Engineer(Al-Alamin Located Project),Gama Construction -,"Cairo, Egypt ",Full Time
"Business Manager, Cardiology Informatics",Philips AG -,"Riyadh, Saudi Arabia ",Full Time
VCI Senior project Manager_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Resourcing Operations Specialist-German Speaker _VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Mechanical Quality Control Engineer (Infrastructure),Gama Construction -,"Cairo, Egypt ",Full Time
Reliability Engineer Drilling Services,Baker Hughes -,"Riyadh, Saudi Arabia ",Full Time
Technical Delivery Project Coordinator _VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Business Consultant,Property Finder Egypt -,"Cairo, Egypt ",Full Time
"Strategic Vendor Support - Electronics (project ends: 31 Dec 2024), CE - Electronics",Souq.com for E-Commerce LLC - G32 -,"Cairo, Egypt ",Full Time
Drupal developer,700Apps -,"Riyadh, Saudi Arabia ",Full Time
Principal Backend Engineer,Alpheya -,"Dubai, United Arab Emirates ",Full Time
"IL6S Engineer, BEA",Mondelez International -,"Alexandria, Egypt ",Full Time
Finance Analyst I Financial Modeler,RAWAJ -,"Cairo, Egypt ",Full Time
Senior UI & Front End Developer (Angular),Blackstone eIT -,"Cairo, Egypt ",Full Time
Senior OutSystems developer,Emaratech -,"Dubai, United Arab Emirates ",Full Time
Senior Construction Engineer - R&B Pro & Int,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior Estimating Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
SENIOR PROJECT MANAGER,ElsewedyElectric -,"Cairo, Egypt ",Full Time
IT Administrator,Nathan & Nathan -,"Dubai, United Arab Emirates ",Full Time
Project Manager,Petroplan -,"Khobar, Saudi Arabia ",Full Time
Inspector - Quality Assurance,Li & Fung Limited -,"Cairo, Egypt ",Full Time
Applied Scientist,Microsoft -,"Cairo, Egypt ",Full Time
Technical Support Engineering,Microsoft -,"Cairo, Egypt ",Full Time
iOS Engineer (Fintech),Bright Creations -,"Smart Village, Giza, Egypt ",Full Time
"GTRF Client Services Associate, GSC",HSBC -,"Cairo, Egypt ",Full Time
Control & Reporting Assistant Analyst - AR (French Speaker),Pepsico -,"Cairo, Egypt ",Full Time
2ND ENGINEER,NPCC -,"Dubai, United Arab Emirates ",Full Time
IT Agent,Fajr Center -,"Nasr City, Cairo, Egypt ",Full Time
Project Manager - Software background - Working Remotely,Vice Keeper -,"Cairo, Egypt ",Full Time
SAP Project Manager,IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Project Manager,WorleyParsons -,"Riyadh, Saudi Arabia ",Full Time
Incident communication & MIS Reporting Senior Tech Lead,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Senior Azure DevOps Engineer,Tristratus.ltd -,"Cairo, Egypt ",Full Time
Flutter and Dart Developer (Full time - on-site),LoadServ -,"Heliopolis, Cairo, Egypt ",Full Time
BI Development Manager,MAJID AL FUTTAIM -,"Cairo, Egypt ",Full Time
R/D & Business Intelligence Specialist,Blackstone eIT -,"Cairo, Egypt ",Full Time
Control & Reporting Asst Supervisor- MEM,Pepsico -,"Cairo, Egypt ",Full Time
Backend Developer (Php),Triple -,"Haram, Giza, Egypt ",Full Time
Senior Wordpress Developer,Mirrorful -,"New Cairo, Cairo, Egypt ",Full Time
IT - On Site Support,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full Time
Odoo System Administrator,IT Valley -,"Dokki, Giza, Egypt ",Full Time
Senior Account Officer,Confidential -,"Dokki, Giza, Egypt ",Full Time
Sales Executive,Foodics -,"Cairo, Egypt ",Full Time
"Principal HR Business Partner, EMEA CS PXT",Amazon Web Services MENA FZ-LLC -,"Dubai, United Arab Emirates ",Full Time
Application Support Engineer,Giza Arabia Systems -,"Cairo, Egypt ",Full Time
Senior NET Developer,Ejad -,"Giza, Egypt ",Full Time
Senior Odoo developer,Confidential -,"Giza, Egypt ",Full Time
Full Stack Developer,Evention -,"Cairo, Egypt ",Full Time
Junior eLearning Developer,British University of Egypt -,"Cairo, Egypt ",Full Time
Zoho Developer,Bevatel -,"Dokki, Giza, Egypt ",Full Time
Software Tester / Quality Control Engineer,"Izam, inc. -","Mohandessin, Giza, Egypt ",Full Time
Software Quality Control Engineer,BlueCloud Technologies -,"Cairo, Egypt ",Full Time
ITSM Senior Analyst - Service Now Developer,Antal International - Egypt -,"Cairo, Egypt ",Full Time
Database Administrator,Pentavalue -,"Cairo, Egypt ",Full Time
AI Engineer,Ewa  -,"Cairo, Egypt ",Full Time
Project Manager Software Company,IT PLICITY -,"New Cairo, Cairo, Egypt ",Full Time
Programme Assistant (MHPSS),International Organization for Migration -,"Cairo, Egypt ",Full Time
IT application support Specialist,Chubb life Insurance -,"New Cairo, Cairo, Egypt ",Full Time
PHP and Flutter,HOMEi -,"6th of October, Giza, Egypt ",Full Time
Data Classification Engineer - Titus,Help AG -,"Riyadh, Saudi Arabia ",Full Time
Head of Technical Services,Splash247 -,"Dubai, United Arab Emirates ",Full Time
Product Owner,MAJID AL FUTTAIM -,"Dubai, United Arab Emirates ",Full Time
Salesforce Developer (Different level Experience),IBM WTC Egypt -,"Cairo, Egypt ",Full Time
Oracle APPS Developer,Raya Holding for Financial Investments -,"Cairo, Egypt ",Full Time
Front Desk Agent,Media Rotana -,"Dubai, United Arab Emirates ",Full Time
Analyst - Credit Portfolio,ADCB Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates ",Full Time
Information Technology Supervisor,Pearl Rotana -,"Abu Dhabi, United Arab Emirates ",Full Time
Project Analyst - Card Center,ITMAM -,"Dubai, United Arab Emirates ",Full Time
Senior Quality Assurance Specialist,Giza Arabia Systems -,"Cairo, Egypt ",Full Time
Drupal Developer,Fekra Technology Solutions and Construction -,"Giza, Egypt ",Full Time
SECURITY INCIDENT RESPONSE MANAGER,Commercial International Group -,"Cairo, Egypt ",Full Time
Applications Administrator Team Lead,700Apps -,"Riyadh, Saudi Arabia ",Full Time
project manager interior design – fit out,Alert International -,"Dubai, United Arab Emirates ",Full Time
Technical Support,MAC EGYPT REAL ESTATE CO. -,"10th of Ramadan City, Cairo, Egypt ",Full Time
Senior software manual tester / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Senior Data Analyst,Basata -,"Mokattam, Cairo, Egypt ",Full Time
SAP ABAP Developer,Elaraby Group -,"Abbassia, Cairo, Egypt ",Full Time
Senior Backend Developer,700Apps -,"Riyadh, Saudi Arabia ",Full Time
Back End Developer - Laravel,Stryve  -,"New Cairo, Cairo, Egypt ",Full Time
IT Services & Consulting,Beinex -,"Dubai, United Arab Emirates ",Full Time
HOUSEKEEPER WHO LOVES ANIMALS AND THE COUNTRY,"GreatAuPair, LLC -","Dubai, United Arab Emirates ",Full Time
Early Career Trainee -Process Quality Engineer (Saudi Arabia),Baker Hughes -,"Riyadh, Saudi Arabia ",Full Time
SOC INTEGRATION ENGINEER,Commercial International Group -,"Cairo, Egypt ",Full Time
Senior Revenue Operations Analyst,Mozn -,"Riyadh, Saudi Arabia ",Full Time
JAS Professional Development Programme,Gulf International Bank - Other locations -,"Khobar, Saudi Arabia ",Full Time
Senior backend developer -PHP,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time
Senior Sales Manager,Hitachi -,"Riyadh, Saudi Arabia ",Full Time
Oracle HCM Techno functional - business suite (EBS),CCDS -,"Riyadh, Saudi Arabia ",Full Time
Freight Operations Team Member,Aramex International -,"Cairo, Egypt ",Full Time
Senior React Developer,ITGoals -,"New Cairo, Cairo, Egypt ",Full Time
Java Developer (Full Stack),IBM WTC Egypt -,"Cairo, Egypt ",Full Time
IT Senior Data Engineer,Gulf International Bank - Other locations -,"Khobar, Saudi Arabia ",Full Time
Data Centre Facility Engineer,Gulf International Bank - Other locations -,"Khobar, Saudi Arabia ",Full Time
"Investigation Associate (6 months Contract), SEPO Investigation Associate, Invest Spc - TSE, TORX Op",Amazon MENA -,"Cairo, Egypt ",Full Time
"Business Analyst, IES MVR",Amazon Middle East and North Africa FZ-LLC -,"Dubai, United Arab Emirates ",Full Time
End User Computing Support,Atribs Metscon -,"Dubai, United Arab Emirates ",Full Time
Associate Manager - Business Development,MAJID AL FUTTAIM -,"Cairo, Egypt ",Full Time
Mobile Developer,700Apps -,"Riyadh, Saudi Arabia ",Full Time
ASP.Net Developer,Erpplus5 -,"Maadi, Cairo, Egypt ",Full Time
IT Specialist,NES Fircroft -,"Doha, Qatar ",Full Time
Full Stack Mobile Developer Intern,Uzruc -,"Dubai, United Arab Emirates ",Full Time
Senior Administrator (Temp),Nathan & Nathan -,"Dubai, United Arab Emirates ",Full Time
Early Career Trainee -Process Quality Engineer,Baker Hughes -,"Riyadh, Saudi Arabia ",Full Time
Process Coordinator: Dammam 3nd Industrial City,"National Oilwell Varco, Inc. -","Riyadh, Saudi Arabia ",Full Time
System Administrator,Pentavalue -,"Cairo, Egypt ",Full Time
Senior Technical Manager,NEOM -,"Riyadh, Saudi Arabia ",Full Time
Mobilization Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Project Manager - Interior Fit out (Temporary role),Nathan & Nathan -,"Dubai, United Arab Emirates ",Full Time
Senior Supply Chain Officer,The British School of Kuwait (BSK) -,"Kuwait City, Kuwait ",Full Time
Provisioning Analyst,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Customer Delivery Associate PM_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
DE Mobility Customer Solution Coordinator_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Architecture & Design Tech Lead,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Fixed data Support Sr. Engineer,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
VBU Strategic Customer Support Senior Manager,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
German TES Operations Team Lead _VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
I & National Roaming Senior Accountant,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Cyber Security Architecture Tech Lead_VOIS,Vodafone - Egypt -,"Cairo, Egypt ",Full Time
Applied Scientist II,Microsoft -,"Cairo, Egypt ",Full Time
Senior Software Engineer - Frontend,Microsoft -,"Cairo, Egypt ",Full Time
Technical Support Engineer,Microsoft -,"Cairo, Egypt ",Full Time
Digital Solution Sales Specialist (Security) - French or Portuguese speaking,Microsoft -,"Cairo, Egypt ",Full Time
Graphic Designer UI/UX,jmskef -,"Banha, Qalubia, Egypt ",Full Time
Softwear sales,Acuanix -,"Heliopolis, Cairo, Egypt ",Full Time
Senior .NET Developer,Link Datacenter -,"Cairo, Egypt ",Full Time
Complaints Specialist,Seoudi Supermarket -,"Heliopolis, Cairo, Egypt ",Full Time
IT Network & Security Specialist,London International Patient Services -,"Sheraton, Cairo, Egypt ",Full Time
IT Help Desk,London International Patient Services -,"Sheraton, Cairo, Egypt ",Full Time
Sales Director - Software Background (GULF),Lumin -,"Sheikh Zayed, Giza, Egypt ",Full Time
Wordpress Developer,New Energy EV -,"Maadi, Cairo, Egypt ",Full Time
SAP SD CX function consultant,Nahdet Misr Publishing Group -,"Giza, Egypt ",Full Time
Business Analyst,PSH -,"Riyadh, Saudi Arabia ",Full Time
Senior Devops Engineer,Octane solutions  -,"Cairo, Egypt ",Full Time
IT Support Engineer,Al Asdekaa Group for Dairies Production and Trading -,"Fleming, Alexandria, Egypt ",Full Time
Senior IT Infrastructure Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full Time
Backend Engineer (NodeJS),Bright Creations -,"Smart Village, Giza, Egypt ",Full Time
Internship - February 2024,Khalidiya Palace Rayhaan by Rotana -,"Abu Dhabi, United Arab Emirates ",Full Time
Front Desk Agent,Al Rawda Arjaan by Rotana -,"Abu Dhabi, United Arab Emirates ",Full Time
Senior System Administrator,Cilantro -,"Maadi, Cairo, Egypt ",Full Time
Oracle Techno Function Supply Chain Consultant,Global Napi Pharmaceuticals -,"6th of October, Giza, Egypt ",Full Time
Mid Level Backend Developer{.Net Core},RTR Software Solutions  -,"Nasr City, Cairo, Egypt ",Full Time
Web Designer,Smart EGAT -,"Haram, Giza, Egypt ",Part Time
Backend Team leader - PHP,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Senior Computer Vision Engineer,RTR Software Solutions  -,"Nasr City, Cairo, Egypt ",Full Time
IT Team Leader,ElMehy Engineering Company -,"Heliopolis, Cairo, Egypt ",Full Time
web application support.Nopcommerce,Sky Distribution -,"Sheikh Zayed, Giza, Egypt ",Full Time
Application Support - Microsoft dynamic Ax,Sky Distribution -,"Sheikh Zayed, Giza, Egypt ",Full Time
IT Technical Support Specialist,Universities of Canada in Egypt -,"New Capital, Cairo, Egypt ",Full Time
QA QC Manager,WSP -,"Riyadh, Saudi Arabia ",Full Time
ReactJS Frontend Developer,Bright Creations -,"Smart Village, Giza, Egypt ",Full Time
Backend Developer (Laravel),Bright Creations -,"Smart Village, Giza, Egypt ",Full Time
Branch Manager (Software house),Confidential -,"Heliopolis, Cairo, Egypt ",Full Time
Project Manager - Earthworks and Dewatering,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Business Analyst (RCA),Atribs Metscon -,"Abu Dhabi, United Arab Emirates ",Full Time
Front End Developer,Atribs Metscon -,"Dubai, United Arab Emirates ",Full Time
Junior .NET Developer (Saudi Only),TIS -,"Riyadh, Saudi Arabia ",Full Time
Senior .NET Developer (DDD Expert),TIS -,"Riyadh, Saudi Arabia ",Full Time
Front-End Developer,Ewa  -,"Cairo, Egypt ",Full Time
Linux Systems Administrator,Public Cloud Service  -,"New Cairo, Cairo, Egypt ",Full Time
Mobile Application Team Lead,Confidential -,"6th of October, Giza, Egypt ",Full Time
Senior PHP Engineer,Dexef -,"Quweisna, Monufya, Egypt ",Full Time
IT Application Support Specialist,PICO -,"Zamalek, Cairo, Egypt ",Full Time
Technical Support,Twenty One -,"Mohandessin, Giza, Egypt ",Full Time
ERP Implementation Specialist (Dynamics 365),Confidential -,"Cairo, Egypt ",Full Time
Part-Time/Freelance Product Designer - Website,Event Meeting Space -,"Cairo, Egypt ",Part Time
Software Engineer - Germany/Austria/Europe with Full Visa Sponsorship,Your Career Abroad -,"Cairo, Egypt ",Full Time
Full Stack Developer,Event Meeting Space -,"Cairo, Egypt ",Full Time
Full Stack Team Lead .Net & Angular,ICIS -,"New Cairo, Cairo, Egypt ",Full Time
Senior Full Stack Developer .Net + Angular,ICIS -,"New Cairo, Cairo, Egypt ",Full Time
Microsoft Dynamics 365 SCM Functional Consultant,Crystal Mind -,"Nasr City, Cairo, Egypt ",Full Time
ERP Functional Consultant (Microsoft Dynamics 365 Business Central / NAV),Crystal Mind -,"Nasr City, Cairo, Egypt ",Full Time
Senior Software Business Analyst,GET Group- Egypt -,"Sheraton, Cairo, Egypt ",Full Time
Junior Software Developer - PHP,Confidential -,"Alexandria, Egypt ",Freelance / Project
Sales Account Manager,Superior Business Solutions -,"Nasr City, Cairo, Egypt ",Full Time
Flutter Developer,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
SAP ABAP Consultant,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Second Level Technical Support Engineer,3D Diagnostix -,"Maadi, Cairo, Egypt ",Full Time
SAP HCM Consultant,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
ICT Teacher (Asten College British School),Balanced Education Company -,"New Cairo, Cairo, Egypt ",Full Time
Senior Front End Developer,Event Meeting Space -,"Cairo, Egypt ",Full Time
Software Quality Engineer,Ibn Sina Pharma -,"Maadi, Cairo, Egypt ",Full Time
Senior Odoo Implementer,Ibn Sina Pharma -,"Maadi, Cairo, Egypt ",Full Time
senior Product Owner,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time
Senior Software Sales Representative,Human Quality -,"Cairo, Egypt ",Full Time
Machine Learning Engineer,Block Gemini -,"Cairo, Egypt ",Full Time
Senior Document Controller,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Telecom & Security Engineer,Fluor Corporation -,"Riyadh, Saudi Arabia ",Full Time
Process/Specialty Engineer III,Fluor Corporation -,"Riyadh, Saudi Arabia ",Full Time
Project Manager,Bureau Veritas Group -,"Riyadh, Saudi Arabia ",Full Time
Senior Commercial Manager,Jasara Program Management Company -,"Riyadh, Saudi Arabia ",Full Time
Security Officer,Hilton -,"Kuwait City, Kuwait ",Full Time
Senior Design Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Datacenter Modernization Consultant / SME,DS DeepSource GmbH -,"Cairo, Egypt ",Full Time
Project Manager,Sscegypt -,"Cairo, Egypt ",Full Time
Senior Java Developer,NFQ Technologies -,"Cairo, Egypt ",Full Time
Technical Director,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior Document Controller,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Migration Project Manager / Implementation Manager,DS DeepSource GmbH -,"Cairo, Egypt ",Full Time
Senior Project Manager (Night Shift),JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior Commercial Manager,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Senior Planning Engineer,JASARA PMC -,"Riyadh, Saudi Arabia ",Full Time
Business Analyst - Commercial Business Control,Heineken -,"Cairo, Egypt ",Full Time
Senior Business Analyst - Commercial Business Control,Heineken -,"Cairo, Egypt ",Full Time
Front End Developer (React.js & Vue.js),Enegix -,"Alexandria, Egypt ",Full Time
Product Design Researcher,classera -,"New Cairo, Cairo, Egypt ",Full Time
IT Specialist,Micro Engineering -,"Heliopolis, Cairo, Egypt ",Full Time
Unix Administrator,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Senior Front End Developer -React.Js - Minimum of 5 years,Amasi -,"Cairo, Egypt ",Full Time
Server Administrator,Orbit tech.  -,"Cairo, Egypt ",Full Time
Meta Specialist - WhatsApp API,Karzoun -,"Dubai, United Arab Emirates ",Full Time
Senior Project Manager,egabi solutions -,"Cairo, Egypt ",Full Time
SR. JAVA Dev. (ADF),egabi solutions -,"Sheraton, Cairo, Egypt ",Full Time
Hiring QA for ACCUMED/Work from Home,Accumed -,"Cairo, Egypt ",Full Time
Senior Ruby on Rails Software Engineer,dopay -,"Downtown, Cairo, Egypt ",Full Time
Senior Full Stack Developer,Linutech Solutions -,"Santa Ana, United States ",Full Time
Product Manager,Qoodz -,"New Cairo, Cairo, Egypt ",Part Time
Senior C# .Net Core API Backend Developer,Puzzle -,"6th of October, Giza, Egypt ",Full Time
Technical Customer Support,SEOS7 -,"6th of October, Giza, Egypt ",Full Time
Windows Server & Network Engineer,Giza power -,"Wadi Alnatrun, Beheira, Egypt ",Full Time
Senior Software Engineer,SEOS7 -,"6th of October, Giza, Egypt ",Full Time
Software Developer,Confidential -,"Cairo, Egypt ",Full Time
Odoo Senior Developer,Ibn Sina Pharma -,"Maadi, Cairo, Egypt ",Full Time
Technology Operations Engineer,Khales -,"Giza, Egypt ",Full Time
Junior System Engineer,Target Integrated Systems -,"Maadi, Cairo, Egypt ",Full Time
